Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,Heating,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,SaleCondition,SalePrice
1421,11700,NWAmes,6,6,1968,GasA,2,3,1,7,2,Normal,179900
1422,4043,NPkVill,6,5,1977,GasA,2,2,1,4,2,Normal,127500
1423,4435,CollgCr,6,5,2003,GasA,1,1,1,3,2,Normal,136500
1424,19690,Edwards,6,7,1966,GasA,2,4,1,8,2,Alloca,274970
1425,9503,NAmes,5,5,1958,GasA,1,2,1,6,1,Normal,144000
1426,10721,NAmes,6,6,1959,GasA,1,3,1,7,2,Normal,142000
1427,10944,NoRidge,7,5,1994,GasA,2,3,1,5,2,Normal,271000
1428,10930,NAmes,5,6,1945,GasA,1,3,1,6,1,Normal,140000
1429,7200,OldTown,5,7,1940,GasA,1,2,1,4,1,Abnorml,119000
1430,12546,NWAmes,6,7,1981,GasA,2,3,1,7,2,Normal,182900
1431,21930,Gilbert,5,5,2005,GasA,2,4,1,7,2,Normal,192140
1432,4928,NPkVill,6,6,1976,GasA,2,2,1,5,2,Normal,143750
1433,10800,OldTown,4,6,1927,GasA,2,4,1,5,1,Normal,64500
1434,10261,Gilbert,6,5,2000,GasA,2,3,1,8,2,Normal,186500
1435,17400,Mitchel,5,5,1977,GasA,2,3,1,5,2,Normal,160000
1436,8400,NAmes,6,9,1962,GasA,1,3,1,7,2,Abnorml,174000
1437,9000,NAmes,4,6,1971,GasA,1,3,1,5,2,Normal,120500
1438,12444,NridgHt,8,5,2008,GasA,2,2,1,7,3,Partial,394617
1439,7407,OldTown,6,7,1957,GasA,1,2,1,6,2,Normal,149700
1440,11584,NWAmes,7,6,1979,GasA,2,3,1,6,2,Normal,197000
1441,11526,Crawfor,6,7,1922,GasA,2,3,1,11,2,Normal,191000
1442,4426,CollgCr,6,5,2004,GasA,1,1,1,3,2,Normal,149300
1443,11003,Somerst,10,5,2008,GasA,2,3,1,10,3,Normal,310000
1444,8854,BrkSide,6,6,1916,Grav,1,2,1,4,1,Normal,121000
1445,8500,CollgCr,7,5,2004,GasA,2,3,1,7,2,Normal,179600
1446,8400,Sawyer,6,5,1966,GasA,1,3,1,6,1,Normal,129000
1447,26142,Mitchel,5,7,1962,GasA,1,3,1,6,1,Normal,157900
1448,10000,CollgCr,8,5,1995,GasA,2,3,1,8,2,Normal,240000
1449,11767,Edwards,4,7,1910,GasA,1,2,1,6,1,Normal,112000
1450,1533,MeadowV,5,7,1970,GasA,1,1,1,3,0,Abnorml,92000
1451,9000,NAmes,5,5,1974,GasA,2,4,2,8,0,Normal,136000
1452,9262,Somerst,8,5,2008,GasA,2,3,1,7,3,Partial,287090
1453,3675,Edwards,5,5,2005,GasA,1,2,1,5,2,Normal,145000
1454,17217,Mitchel,5,5,2006,GasA,1,3,1,6,0,Abnorml,84500
1455,7500,Somerst,7,5,2004,GasA,2,2,1,6,2,Normal,185000
1456,7917,Gilbert,6,5,1999,GasA,2,3,1,7,2,Normal,175000
1457,13175,NWAmes,6,6,1978,GasA,2,3,1,7,2,Normal,210000
1458,9042,Crawfor,7,9,1941,GasA,2,4,1,9,1,Normal,266500
1459,9717,NAmes,5,6,1950,GasA,1,2,1,5,1,Normal,142125
1460,9937,Edwards,5,6,1965,GasA,1,3,1,6,1,Normal,147500
